positivo|Si el Universo fuera un programa estaria hecho en C y correria sobre un sistema GNU LINUX
negativo|Si debbuging es el proceso de eliminar errores entonces la programacion debe ser el proceso de crearlos
positivo|Linux el sistema operativo todo terreno me encanta usar LINUX
positivo|Sabes que es amor cuando memorizas su numero de IP para saltar el DNS
positivo|Los README son para los cobardes Se valiente Ejecuta el programa
positivo|Me gustaria cambiar el mundo pero no me dan el codigo fuente
positivo|Pues en mi compu funciona perfectamente Ven y lo ves funcionar si no me crees
positivo|Estoy completamente seguro de que ese error ya lo corregi
negativo|Que estabas haciendo exactamente cuando el programa se colgo ya deja de bajar peliculas con el torrent
negativo|Aunque todavia no funcione el programa que te parece la interfaz
negativo|Le has pasado el antivirus a tu computadora me parece que esta infectada tu usb no seas descuidado con tu trabajo
negativo|Alguien debe haber hecho cambios en mi codigo fuente yo no soy responsable que ahora no funcione el programa
negativo|No es mi culpa Debe ser por esa libreria de software libre que utilizamos no sirve para nada
negativo|Hay algo en tus datos que no huele bien muestrame el esquema de la base de datos
negativo|Eso nunca lo habia hecho antes Ayer este codigo si funcionaba
negativo|Lo he programado de prisa y corriendo pero lo arreglare pronto
positivo|Esta tarea es facilisima He terminado ya casi casito
negativo|Si hay un bug es imposible que este mi codigo
negativo|Anadire la prueba unitaria en la siguiente salida de version
negativo|Ya comentare y documentare el codigo mas tarde
negativo|Para la tarde estara terminado esta casi hecho ya
negativo|Esto es una solucion temporal pero no va a ir asi en produccion
negativo|Esto debe ser un problema del navegador
negativo|Esto lo empiezo el lunes hoy me pongo a ver series en netflix ya que flojera
positivo|Ya lo he terminado ahora estoy en fase de pruebas
negativo|Ayer lo deje funcionando no tengo ni idea de por que no funciona hoy
negativo|La culpa de esto es del usuario
negativo|Es solo un prototipo No puedes utilizar esa version en tu sistema
negativo|Esto queda hecho en tres dias como mucho
negativo|Pues es raro esto nunca habia pasado antes Que version del framework tienes instalada en tu compu
negativo|Pues ayer funcionaba Ya revisaste si tu maquina no tiene virus
negativo|Pues que raro que en tu maquina no funcione Tiene que ser un problema de tu hardware
negativo|Debes de estar usando una version anterior del programa Que hiciste mal para lograr que fallara
negativo|Pues que raro que en tu maquina no funcione Algo debe de estar mal en tus datos
negativo|Es solo una desafortunada coincidencia Si funciona solo que no lo he probado en otra maquina
negativo|ESTO no puede ser la causa de ESO No he tocado ese modulo en meses
negativo|en mi maquina siempre funciona lastima q en la web aveces fallan algunas cosas
negativo|Debe ser que no lo sabes usar bien Te has leido el manual que escribi
negativo|Y si reinicias la compu y pruebas de nuevo
negativo|Pues solo te pasa a ti tengo  personas a las que les funciona perfecto
negativo|Esto funcionaba hace  minutos No tengo idea de lo que esta pasando
positivo|El programa que me dejaron en Estructura de Datos ya funciona feliz al cien compa
positivo|Mi programa que me dejaron en Fundamentos de Programacion por fin compila
positivo|ya estas peinado pa tras mi compa ya que la compu esta bien perrona
positivo|ya se hizo la machaca vamos a programar todo en Python y Visual Studio NET
negativo|eres bien cacique ni siquiera quieres cooperar para la colacola
positivo|la vida recompensa de manera extraordinaria a quienes se entregan de forma extraordinaria
positivo|Para ser un buen programador se requiere  de talento y  de esfuerzo para no distraerse con internet
positivo|Si se puede imaginar se puede programar
positivo|Los verdaderos programadores pueden escribir codigo ensamblador en cualquier lenguaje
negativo|Mientras unos sufren por amor yo sufro porque mi programa no compila
positivo|Como cualquier programador de juegos sabe los tres tipos basicos de alimento son fritos cheetos y doritos
positivo|Yo no soy perfecto mi codigo si Eres el CSS de mi HTML
positivo|Programador es un mamifero nocturno de ojos rojos capaz de conversar con objetos inanimados
negativo|Cuando escribi este codigo solo dios y yo sabiamos como y para que lo hice ahora solo dios sabe
positivo|Si lees un codigo que escribiste hace mas de dos semanas es como si lo vieras por primera vez
positivo|Denme un compilador y un lenguaje y complicare el mundo
positivo|Si realmente lo amas dejalo programar tranquilo
positivo|Comentar el codigo es como limpiar el cuarto de bano nadie quiere hacerlo pero el resultado es siempre una experiencia mas agradable para uno mismo y sus invitados
positivo|Hay  tipos de personas en este mundo las que entienden binario y las que no
positivo|Una imagen vale mas que mil palabras Pero ocupa mucho mas memoria feliz
negativo|A veces solo quiero defragmentarme y huir de todo
negativo|Las chicas son como los dominios de Internet las que te gustan no estan disponibles
positivo|Los buenos programadores tienen buenas bases de programacion y refactorizan codigo constantemente
positivo|Los buenos programadores usan patrones de diseno reutilizan codigo y cuidan la usabilidad
positivo|Los buenos programadores escriben codigo facil de mantener y en cualquier lenguaje
negativo|Un mal programador escribe codigo fuente de baja calidad Cinco malos programadores escriben una porqueria
positivo|Apoyo las iniciativas tipo The Hour of Code donde a jovenes y ninos se les ensena el proceso de creacion de un software
positivo|Tambien estoy de acuerdo con la ensenanza de la programacion como una materia basica en las escuelas equiparandola con matematicas lenguas biologia fisica etc
positivo|La programacion es una tarea muy especializada que requiere la combinacion de actitudes conocimientos y un ambiente correcto para poder desarrollarse
positivo|La programacion de software es para el individuo que siente pasion por resolver problemas
positivo|El proceso de resolver problemas implica tener una mente proactiva lista para el trabajo duro y constante
positivo|La programacion es un arte que se aprende en modo prueba y error consumiendo anos de esfuerzo y energias
positivo|El programador debe tener una actitud positiva y al mismo tiempo una mente tenaz
positivo|El proceso de escribir un codigo fuente es complejo envuelve tener pendiente multitudes de detalles tecnicos sintaxis variables procesos bucles entradas salidas etc
negativo|No existe un asunto mas tedioso y aburrido que debuggear un codigo triste y frustrado
positivo|Para aprender programacion ya sea en Java Python o en cualquier otro lenguaje es necesario pensar de manera abstracta
positivo|Codificar es una cosa planificar y disenar la solucion de un problema es otra cosa muy diferente
negativo|Muchos le llaman programar a crear paginas web con HTML Eso no es programar
positivo|Para desarrollar un sistema web funcional y escalable hay que ser un buen programador
positivo|Cualquiera puede hacer un programa pero no cualquiera tiene la capacidad de abstraer problemas y solucionarlos de la manera mas efciente posible
negativo|Para mi no existen programadores web existen disenadores ya que lo que hacen con estos sitios es muy limitado
negativo|Querer no siempre es poder ni el que persevera siempre alcanza Obviamente si quieres y si eres constante llevas una gran ventaja y puedes intentarlo lo cual no significa que vayas a poder y alcanzar
positivo|Auto disciplina en todos los campos de la ciencia o el arte la disciplina te lleva al exito pues esta sobrepasa el talento
negativo|Es un poco contradictorio el punto donde mencionas estar de acuerdo con iniciativas que buscan generalizar la ensenanza de la programacion pero no todos deben aprender a programar
positivo|Mi opinion personal es que todos deberian aprender a programar No todos pueden ser el proximo Linus Torvalds del mismo modo que no todos los que juegan futbol van a ser el nuevo Messi ni todos los que tocan guitarra el nuevo Hendrix
positivo|En JavaScript puedes escribir tu primer programa sencillo a los  minutos de empezar a estudiarlo
positivo|La mejor manera de aprender a programar es programando
negativo|me deprime ser tan mala para la programacion
positivo|el framework de programacion si esta bien fregona
negativo|le voy a dar update al codigo despues de tres semanas que es lo peor que podria pasar
positivo|bien enfoquemonos en la refactorizacion de este codigo en JavaScript
positivo|esta bien chilorio programar en python
positivo|muchas gracias a los alumnos de la maestria y el doctorado del tec de culiacan
positivo|estoy lista para mi examen de estructura de datos me siento como navajita
positivo|me ha gustado mucho este semestre de ingenieria de software y tecnologias de la informacion
negativo|soy experta en hacerme tonta cuando se te trata de estudiar programacion Web JavaScript y UML
negativo|justamente cuando tengo que estudiar para Base de Datos y Modelado tengo mil amigos con platicas super interesantes
negativo|ya quiero que termine este semestre en el tec lo odiooo y no quiero convertirme en perro
negativo|tengo desde las  tres de la tarde queriendo hacer la tarea de fundamentos de programacion y ya son las  cinco no se a que hora me daran
negativo|me duelen los ojos leer en la pantalla de la computadora  cara triste
negativo|me duelen los ojos de tanto programar con linux y java cara triste
negativo|nada mas vergonzoso que la profe te acomode en un equipo de programacion porque no tienes jajajaja perdon por ser una carga inutil para todos
negativo|me pesa tanto no saber programar siento que el examen estara muy dificil
negativo|cuando intentas aprenderte todo el parcial de arquitectura de diseno en una noche
positivo|actualiza tu mente elimina tus problemas deshaz tus errores guarda los momentos felices y tendras el sistema operativo perfecto
negativo|cuando duras horas haciendo la tarea de programacion y el profe no la valida ni la revisa
positivo|que hermoso se siente no tener clases los viernes sobre todo con la profe de analisis y diseno de algoritmos
negativo|todo seria diferente si el profe no leyera en sus exposiciones de ingenieria de software y programacion de sistemas
negativo|ya estamos agarrando de jueves y viernes no ir a la escuela las clases con la profe de programacion son muy aburridas
negativo|tal vez hoy me van a matar ya que les pase a todos mis companeros el proyecto de base de datos que dejo el profe de programacion
negativo|antes me reia de los memes sobre la tesis de maestria en ciencias de la computacion hoy ya sufro bastante por ese hecho
negativo|son mis nervios o twitter esta muy lento tanto por browser como la app sabia que no debia entrar a twitter hoy
positivo|de tres a cuatro dias tomando en cuenta que ramiro pena esta programado en visual basic para terminar el modulo de ventas de noviembre
negativo|tecnologia web con hoy el ciberataque que tiro sitios como twitter netflix y spotify
negativo|alguien no quiere ir a la escuela ese alguien soy yo y que verguenza llegar tarde a la escuela si voy en la tarde
positivo|de verdad espero salir bien en el examen de mecanica y tambien en el de algoritmos y estructura de datos
positivo|oye mija tu que eres programadora programame los canales de la tele
positivo|haciendo ejemplos de los usos de touch bar en la app de mail se ve muy bueno complicado
positivo|aprendiendo con ejemplos en JavaScript se ve muy bueno interesante
positivo|a partir de ahora todos mis tweets incluiran emojis
positivo|la nueva macbook pro permite a los millennials comunicarse como solo ellos saben con emojis
positivo|no se ustedes pero siento que microsoft sigue ganando hasta el momento con lo que presento ayer
negativo|cada vez que sale un nuevo iphone siento que bajo una clase social mas
negativo|al modo matarme estudiando para que me pregunten algo que no se
negativo|mi computadora tiene como media hora inciandose triste como no quieren que uno se enoje
positivo|pues muy inteligentes y muy informados esos de wikileaks lo que me sorprende es que crean que la gente aun se comunica por email
negativo|acabo de ser violada por el examen que sea lo que dios quiera
positivo|cada quien twitea lo que lleva dentro aplica en todos los sentidos cada palabrita cada todo
negativo|neta que hueva ir a la uni por una hora que se pospuso el examen
positivo|podre renegar mil pero estoy enamorada de mi carrera de ingenieria de software en el tec de culiacan
negativo|a estudiar  minutos antes del examen de fundamentos de programacion no le entiendo ni madres a los ciclos ni a la recursividad
positivo|nose si ponerme a rezar para pasar el examen de algoritmos o que me hagan el milagro de cancelarlo para la semana que viene
positivo|el entusiasmo trabajo en equipo y la creatividad de nuestro equipo de desarrollo de software presentes en la calidad del software
positivo|estan unos viejitos debatiendo sobre temas que estan viendo en el doctorado de ciencias en la computacion los amo
negativo|horas antes de mi clase me entero que tengo un trabajo que entregar y un examen
negativo|problemas de godinez parte que tu computadora se apague y se borre todo el informe que te costo horas de trabajo continuara
negativo|soy esclava de la maestria de ciencias de la computacion cara triste necesito mi vida de vuelta
positivo|assange vivio como programador y promotor de software libre es experto en los lenguajes de programacion haskell y ocaml
negativo|martha es la mejor maestra de ingenieria de software aunque siempre me reprueba
positivo|me encanta compilar programas en distintos lenguajes y tambien descompilar los codigos en ensamblador
negativo|debi haber aprovechado esta semana sin clases para dormir lo que no voy a dormir en finales
positivo|implementan en el nivel bachillerato de la uas metodo de aprendizaje a traves de proyectos aplicados
negativo|tipico de un programador ya q habia terminado mi pinche tarea se me apaga la compu y se borra todo
negativo|aun no abro el libro de certificacion redes cisco para empezar a estudiar y ya me dio sueno
negativo|creo que este semestre reprobare contabilidad algebra lineal y taller de programacion php
positivo|espero pasar con minimo ingles y algoritmos ya el otro semestre estudio mas
positivo|ya termine mi tesis de maestria ahora voy por el doctorado en sistemas computacionales cara bonita
negativo|estoy entre ayudarle a la maestra a proyectar pero sus diapos me dan hueva pero tambien escucharla dilemas de supervivencia
negativo|que pedo con esta profe pendeja que no nos da clase en  semanas y llega ensartandonos trabajos y practicas por todos lados
positivo|manana es el examen  que emocion que sea lo que dios quiera
negativo|andar valiendo madre todo el semestre y quejarte por los finales que hiciste ayer que no estudiaste pal examen de compu con la profe
positivo|listas en python numeros pares e impares descarga el codigo fuente de los programas
negativo|aprovecho para repetir que odio python y java me va a sacar canas verdes
negativo|hola alguien puede ayudarme con este codigo en java por favor se los agradecere mucho
positivo|dentro de poco dictare un curso de python voy a cubrir una cantidad relativamente grande de temas por si les interesa
positivo|como cuando eres super bueno programando elementos importantes para entender la poo en java
negativo|creo que voy a reprobar no venia casi nada de programacion la mayoria era teoria y la verdad no creo que me fuera tan bien java no es mi fuerte
negativo|su formulario de pago no ofrece una conexion segura hay varios errores de javascript los links se bloquean usando chrome
positivo|javascript se ha convertido en una herramiento infaltable en el desarrollo web
positivo|la meta es aprender python o aprender desarrollo web si es lo segundo considera que escriban su propio servidor web
positivo|es intro a python con el bonus de desarrollo web el target del curso es gente que quiere un vistazo bien general del lenguaje
negativo|javascript es una mierda no se que es cada cosa quiero mis lenguajes tipificados
positivo|se me antoja estudiar ruby pero preveo que con el horario que tendre ahora no avanzare nada mejor me centro en javascript
negativo|cuando me doy cuenta que he estado horas bloqueado por haber olvidado un punto y coma maldito java en python no me sucede esto
negativo|primera tarea de python que no entrego completa mi cerebro esta desilusionado y mi corazon esta triste
negativo|lo peor que te puede pasar en esta vida es estar arreglando un bug en produccion
positivo|estoy desarrollando un proyecto en python y algo relacionado con interpretacion de lenguaje natural
positivo|despues de usar typescript no querran volver al convencional
positivo|introduccion a la programacion con java de los mejores libros que se han escrito en toda la historia
negativo|cuando te preguntan que aprendiste en el semestre y anduviste valiendo madre todo el semestre y los parciales comienzan en cuatro dias
positivo|sabias que con python viene una libreria que le permite a los ninos aprender programacion jugando
positivo|el nuevo renderer de javascript para street view trae mejoras en el procesamiento de la imagen y en el soporte para html
positivo|estructura de datos y con listas enlazadas simples en java python javascript
positivo|programar vuelve a ser divertido quitando una linea de codigo innecesaria
positivo|insertar datos en una base de datos mysql utilizando python
positivo|dios me libre de javascript que yo me libro del malware dios y hombre no dios y javascript
positivo|clases abstractas en java programacion orientada a objetos
positivo|anti patrones en docker o como aprender de la experiencia de otros
negativo|me pasa lo contrario amo php pero odio con todo mi ser javascript jaja
positivo|nodejs esta aun muy maduro no es confiable para produccion y eso funciona bien javascript del lado del servidor
positivo|excelente el curso de big data python y machine learning muy interesante
positivo|voy a rezar a java para aprobar el parcial del viernes tambien estoy estudiando y resumiendo que conste
negativo|todo es hermoso hasta que te das cuenta que java ha decidido actualizar y tienes que hacer pequenos cambios en tu codigo
negativo|cuando la demo con el cliente marcha perfectamente y de repente fallan los web services
positivo|python es lo mejor que ha pasado en la vida lo siento mi lenguaje favorito es python
positivo|quiero seguir aprendiendo ruby y python estoy al cien
negativo|cuando produccion sigue fallando aunque ya subiste el fix
positivo|parece gracioso poner una solucion de examen usando la parte funcional de python
positivo|siguiendo instrucciones de stack overflow me siento motivado
positivo|eres el punto y coma que me falta para que compile el codigo de mi vida
positivo|los  estados de un programador soy el puto amo no tengo ni puta idea de lo que estoy haciendo puede pasar de uno a otro rapidamente
negativo|mas amargado de lo normal cuando no compila el codigo
negativo|lenguaje c por la manana javascript por la tarde me voy a volver loco
positivo|primero felicitarte por todo el trabajo que haz hecho tus articulos son de mucha utilidad para los que aprendemos python
negativo|nomas empiezo a estudiar pal examen de estructura de datos y me empieza a doler la cabeza esto no es lo mio
negativo|haces de todo menos estudiar deja de copiarme todo cabron
negativo|me cagan todos los de mi salon saquenme de aqui
positivo|no jodas me fue re bien gracias dios por salvarme el semestre
positivo|salve mi parcial y estoy feliz merezco un regalo
positivo|en mis circulos lo asociamos con software libre y cosas para el bien comun algo positivo
positivo|como hacer una pausa en la ejecucion del programa
positivo|como imprimir un mensaje en la pantalla de consola
negativo|como cuando eres experto en java y alguien que no tiene ni puta idea te deja por los suelos
positivo|como cambiar el tamano de la ventana del navegador
negativo|toda la carrera batallando con la misma maldita materia para que de nuevo vaya mal cuando se supone ya no la puedo reprobar
negativo|yo sabia que no seria facil este ultimo semestre pero plis calculo deja torturarme
positivo|hoy el profe de tic nos da nuestro usb por fin no lo tuve casi todo el semestre y tuve que comprar otro
negativo|tengo mucha tarea y estoy acostada entonces ya no se que estudiare o que hacer
negativo|hasta la madre de la escuela es otro dia para cagarla mas chido
positivo|ensayos examenes y proyectos alguien que me ensene a dormir con los ojos abiertos
positivo|yo deberia de hacer tarea programar codificar creo que esta vez si pude dormir bien
negativo|ya ni estudie por andar mortificada por este pedo
positivo|a veces quisiera que el dia tuviera mas horas para terminar la tarea
positivo|por fin termine de estudiar pal examen de compu  con estudiar me refiero a leer los apuntes una sola vez
positivo|le toca a mi roomie despertarme para decirme que se cancelo el examen sale ok bay
negativo|estudiando en el ultimo momento  universidad de occidente
negativo|para que hay wifi en la escuela si nunca me funciona
negativo|le dije a mi mama que tengo que ir a la uas hacer un examen chale que no me creyo
negativo|a mi compa le han quitado el telefono por su falta de atencion y desinteres en la clase de compu
negativo|en semana de examenes al terminar aqui ibamos a perder un rato el resto del dia
negativo|muy pocas ganas de programar en java
positivo|el nuevo renderer de javascript para street view trae mejoras visuales
positivo|ahora nomas es darle continuidad y a ver si de una vez por todas aprendo a programar bien en python o mejor dicho a sacarle provecho
negativo|lo mas feo es terminar la semana con examen
negativo|cada final de semestre me siento igual
negativo|hijoles eso esta bien mal el modulo php esta mal disenado y el analista no lo entiende
positivo|vamos a ver que tal este libro essential javascript design patterns
positivo|aprendiendo como leer y escribir archivos en java es genial
positivo|aprendiendo validacion de objetos en python con cerberus esta bien cajeta
negativo|por que las herramientas para generar pdf en javascript son un relajo me desespera
negativo|cuando no compila el codigo el drama vital de los programadores
positivo|estoy en el curso de programacion web con html css y javascript gratis
negativo|cuando me piden que haga una api con informacion de prueba lo mas rapido posible
positivo|aqui se toman las cosas en python en produccion como instalar spyder ide para python en ubuntu quienes usan python  sonrisa
positivo|humor cuando alguien me intenta convencer de que tenemos que abandonar java
positivo|terminamos con esta introduccion sobre programacion funcional en javascript hablando de las funciones
positivo|seleccionando campos de texto con jquery vaciar una tabla con java  linea de codigo finalizar un objeto en java
positivo|laravel ha logrado poner a php en el mapa en una era donde usar python ruby y nodejs es la onda y php es para dinosaurios
positivo|cuando las empresas buscan experto en java y php es como decir experto en follar mujeres y hombres
negativo|cuando me doy cuenta que he estado  horas bloqueado por haber olvidado un punto y coma
positivo|instalacion y configuracion de django con postgresql en windows
positivo|definitivamente los layouts de los jframes de java son los primos lejanos del css
positivo|big data y hadoop el proximo desafio en tu carrera como programador java
negativo|cuando nadie entiende por que estudiaste informatica
positivo|alguien que sepa jquery y javascript para una cosita ama a quien te quiere por tu backend
positivo|html css y javascript es todo lo que necesitas saber para crear apps
negativo|cuando eres el informatico de la familia y todos te piden ayuda para cualquier tonteria
negativo|esto no lo arregla ni un programador web
